order px wavelength class PCC r_m r_c med_intensity
43 1055 6893.36 z 0.829 -0.79828 -0.32383 -1.4792
43 1056 6893.39 z 0.874 -0.53524 -0.02535 -0.8000
43 1057 6893.41 z 0.912 -0.34406 0.02478 -0.4732
43 1058 6893.44 z 0.896 -0.25160 0.05857 -0.3056
43 1059 6893.46 z 0.840 -0.15231 0.05120 -0.1692
43 1060 6893.49 z 0.827 -0.11045 0.07432 -0.0855
43 1061 6893.51 z 0.714 -0.06521 0.05506 -0.0393
43 1062 6893.54 z 0.621 -0.04402 0.05293 -0.0108
43 1063 6893.56 z 0.460 -0.03371 0.05583 0.0070
43 1064 6893.59 z 0.253 -0.01669 0.04613 0.0220
43 1065 6893.61 z 0.294 -0.02142 0.06293 0.0319
43 1066 6893.64 z 0.184 -0.01242 0.05923 0.0413
43 1153 6895.82 z 0.039 -0.00273 -0.00326 -0.0072
43 1154 6895.85 z 0.321 -0.02308 0.00241 -0.0310
43 1155 6895.87 z 0.629 -0.05989 0.01972 -0.0670
43 1156 6895.90 z 0.712 -0.08691 0.00118 -0.1246
43 1157 6895.92 z 0.827 -0.15650 -0.00026 -0.2268
43 1158 6895.95 z 0.823 -0.25521 -0.05042 -0.4198
43 1159 6895.97 z 0.774 -0.39886 -0.23988 -0.8172
43 1160 6896.00 z 0.731 -0.57415 -0.75617 -1.5872
43 1161 6896.02 z 0.656 -0.48985 -1.89630 -2.6053
43 1162 6896.05 z 0.869 -0.59366 -1.89342 -2.7526
43 1163 6896.07 z 0.820 -0.83383 -0.63938 -1.8462
43 1164 6896.10 z 0.835 -0.57983 -0.13880 -0.9780
43 1165 6896.13 z 0.867 -0.35421 0.01243 -0.5002
43 1166 6896.15 z 0.879 -0.21159 0.04278 -0.2635
43 1167 6896.18 z 0.807 -0.12543 0.03848 -0.1431
43 1168 6896.20 z 0.756 -0.08164 0.04533 -0.0728
43 1169 6896.23 z 0.666 -0.05664 0.05090 -0.0311
43 1170 6896.25 z 0.343 -0.02644 0.03291 -0.0054
43 1171 6896.28 z 0.184 -0.01458 0.03562 0.0145
43 1186 6896.65 z 0.185 -0.01328 0.03692 0.0177
43 1187 6896.68 z 0.462 -0.02457 0.04862 0.0131
43 1188 6896.70 z 0.315 -0.01915 0.03963 0.0119
43 1189 6896.73 z 0.557 -0.04048 0.05469 -0.0039
43 1190 6896.75 z 0.713 -0.06198 0.06753 -0.0222
43 1191 6896.78 z 0.829 -0.07369 0.05438 -0.0523
43 1192 6896.80 z 0.815 -0.09500 0.03901 -0.0985
43 1193 6896.83 z 0.903 -0.13825 0.02766 -0.1724
43 1194 6896.85 z 0.888 -0.20374 -0.00043 -0.2953
43 1195 6896.88 z 0.859 -0.31755 -0.07317 -0.5328
43 1196 6896.90 z 0.795 -0.48308 -0.30595 -1.0051
43 1197 6896.93 z 0.764 -0.65595 -0.89191 -1.8413
43 1198 6896.95 z 0.789 -0.52213 -2.05530 -2.8110
43 1199 6896.98 z 0.880 -0.67150 -1.85585 -2.8277
43 1200 6897.00 z 0.834 -0.84807 -0.67712 -1.9045
43 1201 6897.03 z 0.849 -0.61286 -0.15583 -1.0428
43 1202 6897.05 z 0.877 -0.37679 -0.01355 -0.5589
43 1203 6897.08 z 0.870 -0.21924 0.00381 -0.3135
43 1204 6897.10 z 0.844 -0.13471 0.00956 -0.1854
43 1205 6897.13 z 0.748 -0.08961 0.01856 -0.1111
43 1206 6897.15 z 0.582 -0.05316 0.01060 -0.0663
43 1207 6897.18 z 0.325 -0.02530 -0.00070 -0.0373
43 1208 6897.20 z 0.377 -0.02536 0.01903 -0.0177
43 1209 6897.23 z 0.093 -0.00565 0.00242 -0.0058
43 1310 6899.76 z 0.164 -0.00771 -0.03267 -0.0438
43 1311 6899.78 z 0.615 -0.03843 -0.01766 -0.0733
43 1312 6899.81 z 0.808 -0.08373 0.00694 -0.1142
43 1313 6899.83 z 0.889 -0.11881 -0.01871 -0.1907
43 1314 6899.86 z 0.821 -0.19016 -0.04978 -0.3250
43 1315 6899.88 z 0.844 -0.30738 -0.16027 -0.6051
43 1316 6899.91 z 0.758 -0.47976 -0.48464 -1.1790
43 1317 6899.93 z 0.722 -0.59429 -1.29184 -2.1520
43 1318 6899.96 z 0.913 -0.54399 -1.99544 -2.7828
43 1319 6899.98 z 0.823 -0.80704 -0.92507 -2.0931
43 1320 6900.01 z 0.813 -0.61669 -0.25466 -1.1472
43 1321 6900.03 z 0.861 -0.37393 -0.04550 -0.5867
43 1322 6900.06 z 0.856 -0.21683 -0.00433 -0.3181
43 1323 6900.08 z 0.808 -0.12359 -0.00534 -0.1842
43 1324 6900.11 z 0.674 -0.06987 -0.01142 -0.1125
43 1325 6900.13 z 0.495 -0.04067 -0.00885 -0.0677
43 1326 6900.16 z 0.280 -0.01562 -0.01612 -0.0387
43 1327 6900.18 z 0.087 -0.00507 -0.01265 -0.0200
43 1346 6900.66 z 0.177 -0.01082 -0.01189 -0.0275
43 1347 6900.68 z 0.341 -0.02345 -0.01904 -0.0530
43 1348 6900.71 z 0.478 -0.03524 -0.03820 -0.0892
43 1349 6900.73 z 0.768 -0.08422 -0.02622 -0.1481
43 1350 6900.76 z 0.802 -0.13315 -0.05600 -0.2487
43 1351 6900.78 z 0.849 -0.24287 -0.08750 -0.4390
43 1352 6900.81 z 0.787 -0.38311 -0.26954 -0.8240
43 1353 6900.83 z 0.747 -0.57192 -0.74343 -1.5712
43 1354 6900.86 z 0.639 -0.50038 -1.84513 -2.5693
43 1355 6900.88 z 0.897 -0.64875 -1.80087 -2.7398
43 1356 6900.91 z 0.803 -0.76374 -0.71939 -1.8248
43 1357 6900.93 z 0.801 -0.53874 -0.19289 -0.9726
43 1358 6900.96 z 0.849 -0.30261 -0.06765 -0.5056
43 1359 6900.98 z 0.799 -0.17233 -0.02884 -0.2783
43 1360 6901.01 z 0.778 -0.09733 -0.01969 -0.1606
43 1361 6901.03 z 0.552 -0.05353 -0.01469 -0.0922
43 1362 6901.06 z 0.400 -0.03334 -0.00296 -0.0512
43 1363 6901.08 z 0.471 -0.03192 0.01976 -0.0264
43 1364 6901.11 z 0.149 -0.00751 0.00283 -0.0080
43 1473 6903.82 z 0.215 -0.01453 0.01055 -0.0105
43 1474 6903.85 z 0.287 -0.01785 0.01503 -0.0108
43 1475 6903.87 z 0.307 -0.01814 0.01058 -0.0157
43 1476 6903.90 z 0.352 -0.02261 0.01069 -0.0220
43 1477 6903.92 z 0.653 -0.04764 0.03186 -0.0371
43 1478 6903.95 z 0.746 -0.06596 0.03590 -0.0596
43 1479 6903.97 z 0.819 -0.08314 0.02515 -0.0952
43 1480 6903.99 z 0.857 -0.11201 0.00728 -0.1548
43 1481 6904.02 z 0.905 -0.17054 -0.02371 -0.2705
43 1482 6904.04 z 0.851 -0.26470 -0.09547 -0.4786
43 1483 6904.07 z 0.788 -0.43850 -0.29568 -0.9303
43 1484 6904.09 z 0.718 -0.56869 -0.96928 -1.7924
43 1485 6904.12 z 0.935 -0.58254 -1.67993 -2.5231
43 1486 6904.14 z 0.817 -0.79186 -0.76025 -1.9063
43 1487 6904.17 z 0.811 -0.56679 -0.17114 -0.9915
43 1488 6904.19 z 0.837 -0.33150 0.00818 -0.4716
43 1489 6904.22 z 0.802 -0.15680 -0.00120 -0.2281
43 1490 6904.24 z 0.721 -0.08788 0.02146 -0.1057
43 1491 6904.27 z 0.500 -0.04430 0.02401 -0.0401
43 1492 6904.29 z 0.103 -0.00777 0.01251 0.0013
43 1513 6904.81 z 0.114 -0.00705 0.00592 -0.0043
43 1514 6904.84 z 0.421 -0.02821 0.01368 -0.0271
43 1515 6904.86 z 0.587 -0.04173 0.00567 -0.0547
43 1516 6904.89 z 0.712 -0.06673 -0.00127 -0.0979
43 1517 6904.91 z 0.722 -0.10848 -0.02313 -0.1801
43 1518 6904.94 z 0.791 -0.18889 -0.07245 -0.3458
43 1519 6904.96 z 0.742 -0.33011 -0.21350 -0.6913
43 1520 6904.99 z 0.746 -0.56108 -0.58834 -1.4004
43 1521 6905.01 z 0.727 -0.53948 -1.58050 -2.3613
43 1522 6905.04 z 0.880 -0.69740 -1.40074 -2.4101
43 1523 6905.06 z 0.825 -0.69480 -0.44939 -1.4550
43 1524 6905.09 z 0.841 -0.44719 -0.07757 -0.7248
43 1525 6905.11 z 0.867 -0.25867 0.01277 -0.3616
43 1526 6905.14 z 0.830 -0.14364 0.02234 -0.1856
43 1527 6905.16 z 0.753 -0.07711 0.01172 -0.0999
43 1528 6905.19 z 0.591 -0.04218 0.01061 -0.0504
43 1529 6905.21 z 0.464 -0.02658 0.01669 -0.0218
43 1530 6905.24 z 0.215 -0.01072 0.01294 -0.0026
43 1597 6906.90 z 0.094 -0.00591 -0.01549 -0.0240
43 1598 6906.92 z 0.314 -0.02298 0.00881 -0.0245
43 1599 6906.95 z 0.279 -0.01939 0.00169 -0.0264
43 1600 6906.97 z 0.300 -0.02027 -0.00190 -0.0312
43 1601 6907.00 z 0.455 -0.03081 -0.00245 -0.0470
43 1602 6907.02 z 0.422 -0.03114 -0.01376 -0.0588
43 1603 6907.05 z 0.360 -0.02830 0.00041 -0.0405
43 1604 6907.07 z 0.202 -0.01568 -0.00489 -0.0276
43 1656 6908.36 z 0.157 -0.01355 -0.00449 -0.0241
43 1657 6908.38 z 0.365 -0.03092 -0.00210 -0.0468
43 1658 6908.41 z 0.553 -0.04580 -0.01757 -0.0838
43 1659 6908.43 z 0.752 -0.09849 -0.01658 -0.1591
43 1660 6908.46 z 0.771 -0.15685 -0.08611 -0.3131
43 1661 6908.48 z 0.729 -0.30788 -0.21635 -0.6619
43 1662 6908.51 z 0.604 -0.41522 -0.79677 -1.3977
43 1663 6908.53 z 0.899 -0.58145 -1.37150 -2.2130
43 1664 6908.56 z 0.820 -0.73596 -0.65105 -1.7162
43 1665 6908.58 z 0.811 -0.50871 -0.14643 -0.8827
43 1666 6908.61 z 0.841 -0.28670 -0.01523 -0.4302
43 1667 6908.63 z 0.867 -0.15716 0.01509 -0.2124
43 1668 6908.66 z 0.766 -0.07515 0.00225 -0.1065
43 1669 6908.68 z 0.644 -0.04479 0.01487 -0.0500
43 1670 6908.71 z 0.376 -0.02052 0.00902 -0.0207
43 1671 6908.73 z 0.309 -0.01784 0.02569 -0.0001
43 1672 6908.75 z 0.355 -0.01701 0.03875 0.0141
43 1673 6908.78 z 0.044 -0.00220 0.02419 0.0210
43 1690 6909.20 z 0.001 -0.00005 0.01660 0.0165
43 1691 6909.22 z 0.292 -0.01659 0.03039 0.0064
43 1692 6909.25 z 0.272 -0.01565 0.01159 -0.0111
43 1693 6909.27 z 0.540 -0.03556 0.00862 -0.0428
43 1694 6909.30 z 0.746 -0.06881 0.00232 -0.0973
43 1695 6909.32 z 0.855 -0.12039 0.01551 -0.1587
43 1696 6909.35 z 0.785 -0.16300 -0.03403 -0.2699
43 1697 6909.37 z 0.776 -0.27992 -0.13983 -0.5450
43 1698 6909.40 z 0.657 -0.42933 -0.54161 -1.1630
43 1699 6909.42 z 0.737 -0.53793 -1.30084 -2.0794
43 1700 6909.45 z 0.884 -0.71544 -1.02178 -2.0572
43 1701 6909.47 z 0.811 -0.58242 -0.29387 -1.1368
43 1702 6909.50 z 0.829 -0.32962 -0.05949 -0.5366
43 1703 6909.52 z 0.849 -0.16495 -0.02081 -0.2595
43 1704 6909.55 z 0.826 -0.08963 -0.00508 -0.1348
43 1705 6909.57 z 0.567 -0.03732 -0.02275 -0.0768
43 1706 6909.59 z 0.299 -0.01997 -0.01124 -0.0401
43 1707 6909.62 z -0.176 0.01066 -0.03201 -0.0166
43 1847 6913.07 z 0.182 -0.01150 -0.00815 -0.0248
43 1848 6913.09 z 0.601 -0.05785 0.01762 -0.0661
43 1849 6913.12 z 0.728 -0.09306 -0.01348 -0.1482
43 1850 6913.14 z 0.768 -0.18362 -0.07525 -0.3410
43 1851 6913.17 z 0.602 -0.30502 -0.37070 -0.8122
43 1852 6913.19 z 0.720 -0.46724 -0.94102 -1.6173
43 1853 6913.21 z 0.874 -0.63527 -0.73638 -1.6558
43 1854 6913.24 z 0.767 -0.45210 -0.19457 -0.8489
43 1855 6913.26 z 0.763 -0.23652 -0.02259 -0.3649
43 1856 6913.29 z 0.704 -0.11308 0.00007 -0.1636
43 1857 6913.31 z 0.550 -0.06307 0.00623 -0.0850
43 1858 6913.34 z 0.237 -0.02636 -0.01820 -0.0564
43 1859 6913.36 z 0.228 -0.02704 -0.00035 -0.0395
43 1882 6913.93 z 0.095 -0.00644 -0.00169 -0.0110
43 1883 6913.95 z 0.366 -0.02739 0.00473 -0.0349
43 1884 6913.98 z 0.538 -0.04707 -0.00268 -0.0708
43 1885 6914.00 z 0.710 -0.08430 -0.02609 -0.1481
43 1886 6914.03 z 0.724 -0.15464 -0.08948 -0.3133
43 1887 6914.05 z 0.621 -0.26911 -0.32775 -0.7172
43 1888 6914.07 z 0.652 -0.44091 -0.84696 -1.4851
43 1889 6914.10 z 0.945 -0.63870 -0.93819 -1.8626
43 1890 6914.12 z 0.786 -0.52836 -0.31225 -1.0770
43 1891 6914.15 z 0.784 -0.28451 -0.07291 -0.4847
43 1892 6914.17 z 0.807 -0.14291 -0.01402 -0.2208
43 1893 6914.20 z 0.676 -0.06973 -0.00776 -0.1087
43 1894 6914.22 z 0.505 -0.02971 -0.01333 -0.0563
43 1895 6914.25 z 0.273 -0.01174 -0.01565 -0.0326
43 1896 6914.27 z 0.185 -0.00988 -0.00197 -0.0163
43 1951 6915.62 w 0.115 0.01126 -0.01044 -0.0138
43 1952 6915.64 w 0.273 0.03094 -0.01025 -0.0195
43 1953 6915.67 w 0.627 0.07476 0.00173 -0.0206
43 1954 6915.69 w 0.421 0.05010 -0.00215 -0.0171
43 1955 6915.72 w 0.200 0.02430 -0.00510 -0.0124
43 1975 6916.21 z 0.193 -0.01178 0.01209 -0.0049
43 1976 6916.23 z 0.439 -0.03164 0.04158 -0.0042
43 1977 6916.25 z 0.254 -0.01575 0.02099 -0.0018
43 1978 6916.28 z 0.440 -0.03018 0.04060 -0.0031
43 1979 6916.30 z 0.463 -0.03619 0.05151 -0.0009
43 1980 6916.33 z 0.453 -0.04054 0.05495 -0.0037
43 1981 6916.35 z 0.385 -0.03226 0.04169 -0.0050
43 1982 6916.38 z 0.499 -0.04036 0.05156 -0.0069
43 1983 6916.40 z 0.349 -0.02769 0.02776 -0.0123
43 1984 6916.43 z 0.451 -0.03754 0.03284 -0.0215
43 1985 6916.45 z 0.454 -0.03787 0.02546 -0.0293
43 1986 6916.47 z 0.488 -0.04687 0.02649 -0.0414
43 1987 6916.50 z 0.546 -0.04413 0.03037 -0.0335
43 1988 6916.52 z 0.299 -0.02258 0.01536 -0.0173
43 1989 6916.55 z 0.390 -0.02997 0.03536 -0.0080
43 1990 6916.57 z 0.166 -0.01268 0.01444 -0.0039
43 2026 6917.45 w 0.042 0.00402 -0.01099 -0.0122
43 2027 6917.48 w 0.305 0.03056 -0.00425 -0.0134
43 2028 6917.50 w 0.656 0.07343 0.00196 -0.0200
43 2029 6917.53 w 0.653 0.08153 0.00824 -0.0161
43 2030 6917.55 w 0.446 0.05067 0.00931 -0.0058
43 2031 6917.57 w 0.365 0.04058 0.01586 0.0037
43 2032 6917.60 w 0.469 0.04459 0.02075 0.0074
43 2033 6917.62 w 0.044 0.00422 0.01221 0.0109
43 2047 6917.97 z 0.225 -0.01177 0.00138 -0.0157
43 2048 6917.99 z 0.259 -0.01930 -0.00285 -0.0308
43 2049 6918.01 z 0.507 -0.03914 0.00002 -0.0566
43 2050 6918.04 z 0.689 -0.06701 -0.01834 -0.1153
43 2051 6918.06 z 0.675 -0.12644 -0.07234 -0.2553
43 2052 6918.09 z 0.603 -0.23534 -0.28445 -0.6251
43 2053 6918.11 z 0.754 -0.43309 -0.65322 -1.2800
43 2054 6918.14 z 0.858 -0.56099 -0.47051 -1.2824
43 2055 6918.16 z 0.717 -0.35298 -0.11686 -0.6277
43 2056 6918.18 z 0.726 -0.17374 -0.00633 -0.2578
43 2057 6918.21 z 0.660 -0.07069 -0.00824 -0.1105
43 2058 6918.23 z 0.323 -0.02598 -0.01627 -0.0539
43 2059 6918.26 z 0.271 -0.01778 -0.00217 -0.0279
43 2060 6918.28 z -0.069 0.00395 -0.01751 -0.0118
43 2084 6918.87 z 0.168 -0.00934 -0.01365 -0.0272
43 2085 6918.89 z 0.278 -0.01902 -0.02475 -0.0523
43 2086 6918.92 z 0.698 -0.05813 -0.02034 -0.1045
43 2087 6918.94 z 0.665 -0.11525 -0.06433 -0.2311
43 2088 6918.96 z 0.584 -0.22021 -0.24398 -0.5627
43 2089 6918.99 z 0.672 -0.38539 -0.64302 -1.2008
43 2090 6919.01 z 0.928 -0.57437 -0.56899 -1.4003
43 2091 6919.04 z 0.753 -0.39497 -0.16721 -0.7388
43 2092 6919.06 z 0.788 -0.20686 -0.00704 -0.3064
43 2093 6919.09 z 0.743 -0.09301 0.00364 -0.1310
43 2094 6919.11 z 0.633 -0.05830 0.02306 -0.0613
43 2095 6919.14 z 0.429 -0.03121 0.01257 -0.0326
43 2096 6919.16 z 0.238 -0.01661 0.01009 -0.0140
43 2097 6919.18 z 0.214 -0.01674 0.01812 -0.0061
43 2164 6920.81 w 0.165 0.01489 -0.00846 -0.0129
43 2165 6920.84 w 0.247 0.02798 -0.00573 -0.0141
43 2166 6920.86 w 0.285 0.03727 -0.00667 -0.0178
43 2167 6920.89 w 0.532 0.06722 -0.00879 -0.0289
43 2168 6920.91 w 0.536 0.07587 -0.00770 -0.0304
43 2169 6920.94 w 0.389 0.04686 -0.00844 -0.0224
43 2170 6920.96 w 0.175 0.02392 -0.00980 -0.0170
43 2182 6921.25 z 0.171 -0.01108 0.00644 -0.0096
43 2183 6921.28 z 0.285 -0.02032 0.01828 -0.0111
43 2184 6921.30 z 0.380 -0.02490 0.01832 -0.0177
43 2185 6921.32 z 0.402 -0.02474 0.00747 -0.0283
43 2186 6921.35 z 0.414 -0.03085 0.01396 -0.0307
43 2187 6921.37 z 0.376 -0.02592 0.01986 -0.0177
43 2188 6921.40 z 0.248 -0.01847 0.01739 -0.0093
43 2189 6921.42 z 0.355 -0.02430 0.02792 -0.0073
43 2190 6921.45 z 0.418 -0.02510 0.03078 -0.0055
43 2191 6921.47 z 0.291 -0.01824 0.02030 -0.0061
43 2192 6921.49 z 0.168 -0.01068 0.00986 -0.0056
43 2205 6921.81 w 0.181 0.02655 0.00202 -0.0059
43 2206 6921.83 w 0.311 0.04740 0.00410 -0.0101
43 2207 6921.86 w 0.306 0.04692 0.00089 -0.0131
43 2208 6921.88 w 0.477 0.07121 0.00551 -0.0158
43 2209 6921.91 w 0.347 0.04881 -0.00302 -0.0176
43 2210 6921.93 w 0.461 0.06815 0.00203 -0.0183
43 2211 6921.96 w 0.455 0.06420 0.00541 -0.0138
43 2212 6921.98 w 0.304 0.03541 0.00135 -0.0092
43 2213 6922.00 w 0.405 0.03726 0.00600 -0.0051
43 2214 6922.03 w 0.277 0.02029 0.00368 -0.0024
43 2215 6922.05 w 0.231 0.01669 0.00372 -0.0013
43 2220 6922.17 w -0.066 -0.00507 -0.00239 -0.0009
43 2221 6922.20 w 0.325 0.03279 0.00615 -0.0037
43 2222 6922.22 w 0.395 0.03607 0.00155 -0.0092
43 2223 6922.25 w 0.617 0.06488 -0.00012 -0.0195
43 2224 6922.27 w 0.641 0.07416 0.00587 -0.0163
43 2225 6922.30 w 0.162 0.01553 0.00103 -0.0036
43 2230 6922.42 w 0.008 0.00096 -0.00194 -0.0022
43 2231 6922.44 w 0.357 0.04777 -0.00197 -0.0163
43 2232 6922.47 w 0.493 0.07515 -0.01429 -0.0368
43 2233 6922.49 w 0.647 0.07617 -0.01799 -0.0408
43 2234 6922.51 w 0.308 0.03347 -0.01031 -0.0203
43 2235 6922.54 w 0.234 0.02132 0.00291 -0.0035
43 2260 6923.14 z 0.139 -0.01031 0.01003 -0.0049
43 2261 6923.17 z 0.446 -0.02538 0.01808 -0.0187
43 2262 6923.19 z 0.423 -0.02955 0.00385 -0.0389
43 2263 6923.22 z 0.537 -0.04410 -0.01688 -0.0807
43 2264 6923.24 z 0.639 -0.08970 -0.05540 -0.1852
43 2265 6923.26 z 0.576 -0.18397 -0.21543 -0.4817
43 2266 6923.29 z 0.762 -0.37716 -0.44649 -0.9924
43 2267 6923.31 z 0.841 -0.49066 -0.28713 -0.9973
43 2268 6923.34 w 0.725 0.55931 -0.41026 -0.5775
43 2269 6923.36 w 0.906 0.53356 -0.17480 -0.3343
43 2270 6923.39 w 0.917 0.38031 -0.09825 -0.2120
43 2271 6923.41 w 0.847 0.21148 -0.05792 -0.1212
43 2272 6923.43 w 0.592 0.08558 -0.03475 -0.0603
43 2273 6923.46 w 0.246 0.03263 -0.02060 -0.0304
43 2274 6923.48 w 0.084 0.00796 -0.00994 -0.0123
43 2287 6923.80 z 0.221 -0.01056 0.01745 0.0022
43 2288 6923.82 z 0.416 -0.02488 0.04067 0.0047
43 2289 6923.85 z 0.280 -0.01663 0.02659 0.0025
43 2290 6923.87 z 0.488 -0.03733 0.05699 0.0030
43 2291 6923.89 z 0.503 -0.03604 0.05562 0.0035
43 2292 6923.92 z 0.420 -0.02756 0.04677 0.0069
43 2293 6923.94 z 0.454 -0.03615 0.05879 0.0065
43 2294 6923.97 z 0.268 -0.02063 0.03440 0.0045
43 2295 6923.99 z 0.529 -0.04123 0.06163 0.0020
43 2296 6924.01 z 0.269 -0.01979 0.02359 -0.0051
43 2297 6924.04 z 0.463 -0.04058 0.04244 -0.0163
43 2298 6924.06 z 0.489 -0.04195 0.02634 -0.0344
43 2299 6924.09 z 0.595 -0.05967 0.00910 -0.0773
43 2300 6924.11 z 0.712 -0.11385 -0.01678 -0.1816
43 2301 6924.14 z 0.613 -0.20178 -0.17721 -0.4692
43 2302 6924.16 z 0.755 -0.37964 -0.42247 -0.9719
43 2303 6924.18 z 0.877 -0.47902 -0.31555 -1.0088
43 2304 6924.21 z 0.786 -0.28747 -0.09002 -0.5061
43 2305 6924.23 z 0.763 -0.13643 -0.01076 -0.2082
43 2306 6924.26 z 0.578 -0.05820 -0.01252 -0.0968
43 2307 6924.28 z 0.278 -0.02103 -0.01545 -0.0459
43 2308 6924.31 z 0.056 -0.00444 -0.01661 -0.0230
43 2311 6924.38 w 0.230 0.02442 0.00066 -0.0066
43 2312 6924.40 w 0.435 0.05044 0.00131 -0.0138
43 2313 6924.43 w 0.739 0.12990 0.01021 -0.0286
43 2314 6924.45 w 0.888 0.20312 0.00218 -0.0586
43 2315 6924.47 w 0.904 0.21674 -0.00073 -0.0655
43 2316 6924.50 w 0.782 0.14053 -0.00070 -0.0427
43 2317 6924.52 w 0.544 0.07405 0.00791 -0.0142
43 2318 6924.55 w 0.113 0.01253 0.00111 -0.0026
43 2399 6926.50 w 0.092 0.00911 -0.00340 -0.0061
43 2400 6926.53 w 0.568 0.07162 0.00494 -0.0165
43 2401 6926.55 w 0.694 0.10655 -0.00201 -0.0339
43 2402 6926.57 w 0.836 0.15373 0.00187 -0.0441
43 2403 6926.60 w 0.764 0.13583 0.00374 -0.0369
43 2404 6926.62 w 0.579 0.07440 -0.00262 -0.0249
43 2405 6926.65 w 0.454 0.06073 -0.00146 -0.0196
43 2406 6926.67 w 0.677 0.09307 0.00057 -0.0273
43 2407 6926.69 w 0.824 0.17447 0.00421 -0.0480
43 2408 6926.72 w 0.902 0.27849 0.00597 -0.0773
43 2409 6926.74 w 0.938 0.37573 0.00386 -0.1085
43 2410 6926.77 w 0.920 0.36203 -0.00110 -0.1093
43 2411 6926.79 w 0.832 0.20179 -0.00713 -0.0675
43 2412 6926.81 w 0.646 0.10391 0.00188 -0.0292
43 2413 6926.84 w 0.481 0.06536 0.01025 -0.0093
43 2414 6926.86 w 0.420 0.04402 0.01077 -0.0024
43 2415 6926.89 w 0.246 0.02463 0.00655 -0.0008
43 2416 6926.91 w 0.218 0.02573 0.00930 0.0016
43 2422 6927.06 w 0.192 0.01751 0.00635 0.0011
43 2423 6927.08 w 0.291 0.03013 0.00339 -0.0056
43 2424 6927.10 w 0.555 0.07202 0.00901 -0.0125
43 2425 6927.13 w 0.609 0.07489 0.00409 -0.0183
43 2426 6927.15 w 0.384 0.04044 -0.00399 -0.0161
43 2427 6927.18 w 0.168 0.01779 -0.00185 -0.0072
43 2489 6928.67 z 0.221 -0.01949 -0.04721 -0.0754
43 2490 6928.69 z 0.513 -0.08985 -0.08831 -0.2184
43 2491 6928.71 z 0.771 -0.26060 -0.15051 -0.5277
43 2492 6928.74 z 0.936 -0.37335 -0.08748 -0.6278
43 2493 6928.76 z 0.767 -0.21769 -0.02710 -0.3422
43 2494 6928.79 z 0.626 -0.08721 0.00303 -0.1232
43 2495 6928.81 z 0.381 -0.03171 0.00363 -0.0423
43 2496 6928.83 z 0.344 -0.02544 0.02203 -0.0148
43 2497 6928.86 z 0.181 -0.01546 0.01595 -0.0064
43 2502 6928.98 w 0.127 0.01430 -0.00364 -0.0079
43 2503 6929.00 w 0.252 0.03533 -0.00751 -0.0181
43 2504 6929.03 w 0.586 0.08227 -0.00673 -0.0313
43 2505 6929.05 w 0.807 0.16418 -0.00495 -0.0540
43 2506 6929.07 w 0.927 0.27522 -0.00519 -0.0875
43 2507 6929.10 w 0.946 0.39145 0.00160 -0.1154
43 2508 6929.12 w 0.962 0.35400 0.00247 -0.1034
43 2509 6929.15 w 0.932 0.23993 0.00223 -0.0695
43 2510 6929.17 w 0.856 0.16653 0.00636 -0.0434
43 2511 6929.19 w 0.832 0.15244 0.01041 -0.0352
43 2512 6929.22 w 0.865 0.18925 0.01173 -0.0449
43 2513 6929.24 w 0.914 0.27944 0.01334 -0.0702
43 2514 6929.27 w 0.958 0.46982 0.01222 -0.1283
43 2515 6929.29 w 0.983 0.72545 0.01547 -0.2014
43 2516 6929.31 w 0.985 0.77909 0.01173 -0.2212
43 2517 6929.34 w 0.965 0.56483 0.00124 -0.1676
43 2518 6929.36 w 0.946 0.31867 -0.00135 -0.0966
43 2519 6929.39 w 0.842 0.18377 0.00356 -0.0514
43 2520 6929.41 w 0.726 0.09831 0.00012 -0.0293
43 2521 6929.43 w 0.586 0.06954 0.00291 -0.0179
43 2522 6929.46 w 0.322 0.02899 -0.00703 -0.0157
43 2523 6929.48 w 0.208 0.01856 -0.01637 -0.0219
43 2524 6929.51 z 0.059 -0.00375 -0.03138 -0.0368
43 2525 6929.53 z 0.484 -0.03822 -0.01971 -0.0750
43 2526 6929.55 z 0.444 -0.07549 -0.09127 -0.2005
43 2527 6929.58 z 0.748 -0.23923 -0.15792 -0.5042
43 2528 6929.60 z 0.963 -0.38433 -0.11409 -0.6703
43 2529 6929.63 z 0.761 -0.23839 -0.05682 -0.4018
43 2530 6929.65 z 0.715 -0.12057 0.02197 -0.1525
43 2531 6929.67 z 0.463 -0.04238 0.00334 -0.0580
43 2532 6929.70 z 0.124 -0.00954 -0.01296 -0.0268
43 2533 6929.72 w 0.114 0.01247 -0.01372 -0.0174
43 2534 6929.75 w 0.432 0.04911 0.00025 -0.0144
43 2535 6929.77 w 0.749 0.09157 0.00167 -0.0257
43 2536 6929.79 w 0.861 0.20195 0.00048 -0.0599
43 2537 6929.82 w 0.963 0.42490 0.00528 -0.1218
43 2538 6929.84 w 0.976 0.56341 -0.00138 -0.1698
43 2539 6929.87 w 0.972 0.44171 -0.00668 -0.1387
43 2540 6929.89 w 0.931 0.30029 0.00037 -0.0894
43 2541 6929.91 w 0.906 0.23070 -0.00435 -0.0733
43 2542 6929.94 w 0.913 0.20756 -0.00682 -0.0689
43 2543 6929.96 w 0.839 0.16465 0.00390 -0.0453
43 2544 6929.99 w 0.644 0.07916 0.00487 -0.0188
